species	superkingdom	phylum	class	order	family
2546825542	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2546825543	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2546825544	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2546825545	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2546826727	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae
2547132033	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae
2547132038	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
2547132049	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2547132078	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2547132097	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2547132099	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
2547132103	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae
2547132104	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae
2547132108	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
2547132118	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2547132126	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2547132131	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2547132140	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
2547132143	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2547132145	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2547132157	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae
2547132162	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae
2547132164	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2547132169	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2547132174	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
2547132175	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2547132184	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2547132192	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae
2547132199	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
2547132201	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2547132251	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2547132282	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2547132303	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
2547132310	Bacteria	Cyanobacteria	NA	Synechococcales	Prochlorotrichaceae
2547132385	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae
2547132399	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
2547132419	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
2547132467	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2547132508	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae
2547132510	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae
2547132511	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae
2548876505	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2548876507	Archaea	Thaumarchaeota	NA	Nitrosopumilales	Nitrosopumilaceae
2548876524	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
2548876533	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA
2548876534	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2548876536	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2548876684	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
2548876686	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
2548876714	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2548876715	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2548876769	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2548876770	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae
2548876771	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae
2548876772	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae
2548876773	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae
2548876774	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae
2548876775	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
2548876778	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876791	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876808	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
2548876810	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
2548876812	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2548876816	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2548876817	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2548876820	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876821	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876822	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876823	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876824	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876825	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876826	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876827	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876828	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876829	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876830	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876831	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876832	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876833	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876834	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876835	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876836	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876837	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876838	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876839	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2548876908	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
2548876909	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
2548876913	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae
2548876930	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2548876970	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Isosphaeraceae
2548876971	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
2548876972	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
2548876976	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA
2548876977	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
2548876984	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
2548876986	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae
2548876990	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae
2548876991	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
2548876992	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
2548876994	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
2548876995	Bacteria	Cyanobacteria	NA	Nostocales	Hapalosiphonaceae
2548876996	Bacteria	Cyanobacteria	NA	Nostocales	Hapalosiphonaceae
2548876998	Bacteria	Cyanobacteria	NA	Nostocales	Hapalosiphonaceae
2548877000	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Gemmataceae
2548877001	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae
2548877013	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2548877017	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2548877019	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2548877020	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2548877023	Bacteria	Cyanobacteria	NA	Nostocales	Chlorogloeopsidaceae
2548877024	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
2548877029	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
2548877031	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliaceae
2548877032	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2548877040	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
2548877042	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2548877050	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2548877051	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
2548877052	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
2548877138	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2551306033	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306035	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306037	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306041	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306042	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306043	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306044	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306045	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306049	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306055	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306056	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306058	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306059	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306060	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306061	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306062	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306063	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306064	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306065	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306066	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2551306067	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306068	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306070	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306071	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306073	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306074	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306075	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306076	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306077	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306078	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306079	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306080	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306081	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
2551306099	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2551306103	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2551306104	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
2551306105	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2551306111	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
2551306112	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae
2551306115	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae
2551306116	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
2551306117	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
2551306120	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae
2551306123	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306127	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2551306129	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae
2551306131	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA
2551306141	Bacteria	Cyanobacteria	NA	Nostocales	Scytonemataceae
2551306142	Bacteria	Cyanobacteria	NA	Nostocales	Chlorogloeopsidaceae
2551306143	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2551306146	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
2551306147	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2551306149	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2551306151	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2551306152	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2551306164	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2551306166	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
2551306172	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
2551306173	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
2551306190	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2551306217	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2551306319	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306330	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
2551306334	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
2551306344	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
2551306349	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XVII. Incertae Sedis
2551306350	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2551306360	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2551306363	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
2551306364	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae
2551306366	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2551306368	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae
2551306370	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Chelatococcaceae
2551306371	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
2551306372	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
2551306375	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae
2551306384	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2551306385	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2551306408	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
2551306419	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2551306420	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
2551306422	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae
2551306425	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2551306459	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2551306466	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
2551306467	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2551306468	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2551306473	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
2551306474	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae
2551306477	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
2551306479	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae
2551306480	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2551306481	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae
2551306482	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2551306483	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2551306498	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
2551306499	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae
2551306505	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2551306506	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2551306527	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2551306534	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
2551306539	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
2551306544	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
2551306546	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
2551306547	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae
2551306548	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae
2551306550	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae
2551306551	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae
2551306552	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2551306553	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae
2551306554	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae
2551306555	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae
2551306556	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae
2551306560	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae
2551306565	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
2551306637	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2551306660	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2551306661	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae
2551306666	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2551306667	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2551306669	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae
2551306672	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae
2551306677	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae
2551306678	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae
2551306679	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae
2551306680	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae
2551306681	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae
2554235003	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
2554235005	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2554235018	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
2554235021	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2554235025	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2554235027	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae
2554235029	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae
2554235030	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae
2554235032	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae
2554235033	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae
2554235034	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae
2554235035	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
2554235036	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2554235097	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2554235102	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
2554235119	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae
2554235129	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
2554235191	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae
2554235193	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2554235195	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae
2554235216	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2554235227	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
2554235232	Bacteria	Firmicutes	Bacilli	Bacillales	NA
2554235235	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2554235236	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2554235283	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2554235341	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2554235357	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae
2554235367	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2554235387	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae
2554235408	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae
2554235446	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2554235466	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae
2554235469	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae
2554235470	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae
2554235473	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae
2554235474	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae
2554235475	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae
2554235476	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae
2554235477	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae
2554235478	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae
2554235479	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae
2554235480	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae
2554235481	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae
2554235482	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae
2554235483	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae
2554235485	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae
2554235486	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae
2554235487	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae
2554235488	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae
2554235489	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae
2554235490	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae
2554235492	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae
2554235494	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae
2554235495	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halococcaceae
2554235496	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae
2554235497	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae
2554235498	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae
2554235499	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae
2554235500	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae
2554235501	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae
2554235502	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae
2554235503	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae
2554235504	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae
