functional group	relationtype	taxa	taxa_original	taxalevel	reference
plant_pathogen	taxa	Janthinobacterium agaricidamnosum	Janthinobacterium agaricidamnosum	species	# UK National Collection of Plant Pathogenic Bacteria. NCPPB No: 3945
chitinolysis	taxa	Janthinobacterium lividum	Janthinobacterium lividum	species	# DOI:10.1128/AEM.68.10.5042–5050.2002
nitrate_reduction	taxa	Janthinobacterium lividum	Janthinobacterium lividum	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2C
aerobic_chemoheterotrophy	taxa	Jatrophihabitans endophyticus	Jatrophihabitans endophyticus	species	# DOI:10.1099/ijs.0.039685-0
aerobic_chemoheterotrophy	taxa	Jatrophihabitans fulvus	Jatrophihabitans fulvus	species	# DOI:10.1099/ijsem.0.000443
aerobic_chemoheterotrophy	taxa	Jatrophihabitans soli	Jatrophihabitans soli	species	# DOI:10.1099/ijs.0.000173
aerobic_chemoheterotrophy	taxa	Jejudonia soesokkakensis	Jejudonia soesokkakensis	species	# DOI:10.1007/s10482-013-9934-0
anammox	taxa	Jettenia caeni	Jettenia caeni	species	# DOI:10.1111/1462-2920.12674
aerobic_chemoheterotrophy	taxa	Jhaorihella thermophila	Jhaorihella thermophila	species	# DOI:10.1099/ijs.0.025817-0
aerobic_chemoheterotrophy	taxa	Jiangella alba	Jiangella alba	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Jiangella alba	Jiangella alba	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
ureolysis	taxa	Jiangella gansuensis	Jiangella gansuensis	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
cellulolysis	taxa	Jonesia denitrificans	Jonesia denitrificans	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Jonesia denitrificans	Jonesia denitrificans	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
aerobic_chemoheterotrophy	taxa	Joostella marina	Joostella marina	species	# DOI:10.1099/ijs.0.65611-0
aerobic_chemoheterotrophy	taxa	Kaistia adipata	Kaistia adipata	species	# DOI:10.2323/jgam.50.249
fermentation	taxa	Kandleria vitulina	Kandleria vitulina	species	# DOI:10.1099/ijs.0.029231-0
human_pathogens_all	taxa	Kerstersia gyiorum	Kerstersia gyiorum	species	# DOI:10.1128/JCM.03625-14
ureolysis	taxa	Kibdelosporangium aridum	Kibdelosporangium aridum	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Kibdelosporangium philippinense	Kibdelosporangium philippinense	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
ureolysis	taxa	Kineococcus aurantiacus	Kineococcus aurantiacus	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
aerobic_chemoheterotrophy	taxa	Kineosporia aurantiaca	Kineosporia aurantiaca	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 5
ureolysis	taxa	Kineosporia mikuniensis	Kineosporia mikuniensis	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
ureolysis	taxa	Kineosporia rhamnosa	Kineosporia rhamnosa	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
ureolysis	taxa	Kineosporia rhizophila	Kineosporia rhizophila	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
ureolysis	taxa	Kineosporia succinea	Kineosporia succinea	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
human_pathogens_all	taxa	Kingella kingae	Kingella kingae	species	# Pathosystems Resource Integration Centre (PATRIC). Genome ID: 1348241.3, NCBI Taxon ID: 1348241, Disease: Bacteremia
nitrate_reduction	taxa	Kitasatospora azatica	Kitasatospora azatica	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Kitasatospora paracochleata	Kitasatospora paracochleata	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Kitasatospora putterlickiae	Kitasatospora putterlickiae	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Kitasatospora sampliensis	Kitasatospora sampliensis	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
dark_thiosulfate_oxidation	taxa	Klebsiella aerogenes	Klebsiella aerogenes	species	# DOI:10.1007/BF02011707
ligninolysis	taxa	Klebsiella BRL6-2	Klebsiella BRL6-2	species	# DOI:10.1186/1944-3277-9-19
iron_respiration	taxa	Klebsiella FD-3	Klebsiella FD-3	species	# DOI:10.1016/j.biortech.2013.01.022
nitrate_ammonification	taxa	Klebsiella oxytoca	Klebsiella oxytoca	species	# DOI:10.1080/01490450500533866
fermentation	taxa	Klebsiella ozaenae	Klebsiella ozaenae	species	# Meurant (2012) - Computer-Assisted Bacterial Systematics, ISBN: 9780080984445
fermentation	taxa	Klebsiella planticola	Klebsiella planticola	species	# Meurant (2012) - Computer-Assisted Bacterial Systematics, ISBN: 9780080984445
nitrate_ammonification	taxa	Klebsiella pnemoniae	Klebsiella pnemoniae	species	# DOI:10.1080/01490450500533866
fermentation	taxa	Klebsiella pneumoniae	Klebsiella pneumoniae	species	# Meurant (2012) - Computer-Assisted Bacterial Systematics, ISBN: 9780080984445
human_gut	taxa	Klebsiella pneumoniae	Klebsiella pneumoniae	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
human_pathogens_all	taxa	Klebsiella pneumoniae	Klebsiella pneumoniae	species	# DOI:10.1111/j.1574-6941.2011.01248.x
human_pathogens_all	taxa	Klebsiella pneumoniae	Klebsiella pneumoniae	species	# Pathosystems Resource Integration Centre (PATRIC). Genome ID: 1310158.5, NCBI Taxon ID: 1310158, Disease: Septicemia
human_pathogens_nosocomia	taxa	Klebsiella pneumoniae	Klebsiella pneumoniae	species	# Pathosystems Resource Integration Centre (PATRIC). Genome ID: 1162296.3, NCBI Taxon ID: 1162296, Disease: Nosocomial infections
human_pathogens_pneumonia	taxa	Klebsiella pneumoniae	Klebsiella pneumoniae	species	# Pathosystems Resource Integration Centre (PATRIC). Genome ID: 1352932.3, NCBI Taxon ID: 1352932, Disease: Septicemia, pneumonia, Urinary tract infections, and soft tissue infections.
human_pathogens_septicemia	taxa	Klebsiella pneumoniae	Klebsiella pneumoniae	species	# Pathosystems Resource Integration Centre (PATRIC). Genome ID: 1310158.5, NCBI Taxon ID: 1310158, Disease: Septicemia
fermentation	taxa	Klebsiella rhinoscleromatis	Klebsiella rhinoscleromatis	species	# Meurant (2012) - Computer-Assisted Bacterial Systematics, ISBN: 9780080984445
nitrate_reduction	taxa	Kocuria carniphila	Kocuria carniphila	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
arsenate_detoxification	taxa	Kocuria erythromyxa	Kocuria erythromyxa	species	# DOI:10.1111/j.1365-2672.2009.04188.x
nitrate_reduction	taxa	Kocuria marina	Kocuria marina	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
ureolysis	taxa	Kocuria marina	Kocuria marina	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Kocuria palustris	Kocuria palustris	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Kocuria palustris	Kocuria palustris	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
ureolysis	taxa	Kocuria palustris	Kocuria palustris	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Kocuria polaris	Kocuria polaris	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Kocuria rosea	Kocuria rosea	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Kocuria varians	Kocuria varians	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
ureolysis	taxa	Kocuria varians	Kocuria varians	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
aromatic_hydrocarbon_degradation	taxa	Kordiimonas gwangyangensis	Kordiimonas gwangyangensis	species	# DOI:10.1099/ijs.0.63684-0
xylanolysis	taxa	Koribacter versatilis	Koribacter versatilis	species	# DOI:10.1007/978-3-642-38954-2_160
fermentation	taxa	Kosmotoga arenicorallina	Kosmotoga arenicorallina	species	# DOI:10.1007/s00203-010-0611-7
anammox	taxa	Kuenenia stuttgartiensis	Kuenenia stuttgartiensis	species	# Poole (2012) - Advances in Microbial Physiology, Volume 60, Academic Prress
chitinolysis	taxa	Kurthia zopfii	Kurthia zopfii	species	# DOI:10.1128/AEM.68.10.5042–5050.2002
nitrate_reduction	taxa	Kutzneria albida	Kutzneria albida	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Kutzneria viridogrisea	Kutzneria viridogrisea	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
aerobic_chemoheterotrophy	taxa	Kyrpidia tusciae	Kyrpidia tusciae	species	# DOI:10.1007/BF00408386  and  DOI:10.4056/sigs.2144922
knallgas_bacteria	taxa	Kyrpidia tusciae	Kyrpidia tusciae	species	# DOI:10.1007/BF00408386  and  DOI:10.4056/sigs.2144922
nitrate_reduction	taxa	Kyrpidia tusciae	Kyrpidia tusciae	species	# DOI:10.1007/BF00408386  and  DOI:10.4056/sigs.2144922
ureolysis	taxa	Kyrpidia tusciae	Kyrpidia tusciae	species	# DOI:10.1007/BF00408386  and  DOI:10.4056/sigs.2144922
aerobic_chemoheterotrophy	taxa	Labedella gwakjiensis	Labedella gwakjiensis	species	# DOI:10.1099/ijs.0.64591-0
aerobic_chemoheterotrophy	taxa	Labrenzia aggregata	Labrenzia aggregata	species	# DOI:10.1099/ijs.0.64821-0
aerobic_chemoheterotrophy	taxa	Labrenzia alba	Labrenzia alba	species	# DOI:10.1099/ijs.0.64821-0
aerobic_chemoheterotrophy	taxa	Labrenzia alba	Labrenzia alba	species	# DOI:10.1099/ijs.0.64821-0
aerobic_chemoheterotrophy	taxa	Labrenzia alexandrii	Labrenzia alexandri	species	# DOI:10.1099/ijs.0.64821-0
aerobic_chemoheterotrophy	taxa	Labrenzia alexandrii	Labrenzia alexandrii	species	# DOI:10.1099/ijs.0.64821-0
aerobic_chemoheterotrophy	taxa	Labrenzia marina	Labrenzia marina	species	# DOI:10.1099/ijs.0.64821-0
aerobic_chemoheterotrophy	taxa	Labrenzia marina	Labrenzia marina	species	# DOI:10.1128/AEM.01724-06  and  DOI:10.1099/ijs.0.63735-0  and  DOI:10.1099/ijs.0.64821-0
fermentation	taxa	Lachnospira multiparus	Lachnospira multiparus	species	# Rode et al. (1981) - Syntrophic Association by Cocultures of the Methanol- and CO(2)-H(2)-Utilizing Species Eubacterium limosum and Pectin-Fermenting Lachnospira multiparus During Growth in a Pectin Medium
aerobic_chemoheterotrophy	taxa	Lacinutrix algicola	Lacinutrix algicola	species	# DOI:10.1099/ijs.0.65799-0
aerobic_chemoheterotrophy	taxa	Lacinutrix copepodicola	Lacinutrix copepodicola	species	# DOI:10.1099/ijs.0.63527-0
aerobic_chemoheterotrophy	taxa	Lacinutrix mariniflava	Lacinutrix mariniflava	species	# DOI:10.1099/ijs.0.65799-0
nitrite_ammonification	taxa	Lactobacillus brevis	Lactobacillus brevis	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
nitrite_ammonification	taxa	Lactobacillus buchneri	Lactobacillus buchneri	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
fermentation	taxa	Lactobacillus casei	Lactobacillus casei	species	# Konigs, Kuipers et al. (2013) - Lactic Acid Bacteria: Genetics, Metabolism and Applications: Proceedings of the Sixth Symposium on lactic acid bacteria: genetics, metabolism and applications, ISBN: 9789401720274
fermentation	taxa	Lactobacillus casei	Lactobacillus casei	species	# Volker Mueller (2001) - Bacterial Fermentation, Encyclopedia of life sciences
fermentation	taxa	Lactobacillus delbrueckii	Lactobacillus delbrueckii	species	# DOI:10.1051/lait:2003031
fermentation	taxa	Lactobacillus delbrueckii	Lactobacillus delbrueckii	species	# Volker Mueller (2001) - Bacterial Fermentation, Encyclopedia of life sciences
nitrite_ammonification	taxa	Lactobacillus delbrueckii lactis	Lactobacillus delbrueckii lactis	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
nitrite_ammonification	taxa	Lactobacillus farciminis	Lactobacillus farciminis	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
human_gut	taxa	Lactobacillus gasseri	Lactobacillus gasseri	species	# DOI:10.1126/science.1183605
human_gut	taxa	Lactobacillus jensenii	Lactobacillus jensenii	species	# DOI:10.1126/science.1183605
nitrate_ammonification	taxa	Lactobacillus pentosus	Lactobacillus pentosus	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
nitrite_ammonification	taxa	Lactobacillus pentosus	Lactobacillus pentosus	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
fermentation	taxa	Lactobacillus plantarum	Lactobacillus plantarum	species	# Konigs, Kuipers et al. (2013) - Lactic Acid Bacteria: Genetics, Metabolism and Applications: Proceedings of the Sixth Symposium on lactic acid bacteria: genetics, metabolism and applications, ISBN: 9789401720274
nitrate_ammonification	taxa	Lactobacillus plantarum	Lactobacillus plantarum	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
nitrite_ammonification	taxa	Lactobacillus plantarum	Lactobacillus plantarum	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
human_gut	taxa	Lactobacillus reuteri	Lactobacillus reuteri	species	# DOI:10.1126/science.1183605
nitrite_ammonification	taxa	Lactobacillus sakei	Lactobacillus sakei	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
nitrite_ammonification	taxa	Lactobacillus suebicus	Lactobacillus suebicus	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
plant_pathogen	taxa	Lactococcus lactis	Lactococcus lactis	species	# UK National Collection of Plant Pathogenic Bacteria. NCPPB No: 2939
fermentation	taxa	Lactococcus lactis lactis	Lactococcus lactis lactis	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
fermentation	taxa	Lactococcus plantarum	Lactococcus plantarum	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
fermentation	taxa	Lactococcus raffinolactis	Lactococcus raffinolactis	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
fermentation	taxa	Lactosphaera pasteurii	Lactosphaera pasteurii	species	# DOI:10.5772/55920
fermentation	taxa	Lactosphaera pasteurii	Lactosphaera pasteurii	species	# DOI:10.5772/55920
anoxygenic_photoautotrophy_H2_oxidizing	taxa	Lamprobacter modestohalophilus	Lamprobacter modestohalophilus	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
anoxygenic_photoautotrophy_S_oxidizing	taxa	Lamprobacter modestohalophilus	Lamprobacter modestohalophilus	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
nitrogen_fixation	taxa	Lamprobacter modestohalophilus	Lamprobacter modestohalophilus	species	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
ureolysis	taxa	Lamprobacter modestohalophilus	Lamprobacter modestohalophilus	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_chemoheterotrophy	taxa	Lapillicoccus jejuensis	Lapillicoccus jejuensis	species	# DOI:10.1099/ijs.0.64911-0
aerobic_chemoheterotrophy	taxa	Larkinella insperata	Larkinella insperata	species	# DOI:10.1099/ijs.0.63948-0
dark_hydrogen_oxidation	taxa	Lebetimonas acidiphila	Lebetimonas acidiphila	species	# DOI:10.1099/ijs.0.63330-0
sulfur_respiration	taxa	Lebetimonas acidiphila	Lebetimonas acidiphila	species	# DOI:10.1099/ijs.0.63330-0
nitrate_reduction	taxa	Lechevalieria aerocolonigenes	Lechevalieria aerocolonigenes	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Lechevalieria flava	Lechevalieria flava	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Lechevalieria fradiae	Lechevalieria fradiae	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
ureolysis	taxa	Lechevalieria fradiae	Lechevalieria fradiae	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Lechevalieria xinjiangensis	Lechevalieria xinjiangensis	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
human_pathogens_all	taxa	Legionella anisa	Legionella anisa	species	# Pathosystems Resource Integration Centre (PATRIC). Genome ID: 1230343.3, NCBI Taxon ID: 1230343, Disease: Pneumonia
human_pathogens_pneumonia	taxa	Legionella anisa	Legionella anisa	species	# Pathosystems Resource Integration Centre (PATRIC). Genome ID: 1230343.3, NCBI Taxon ID: 1230343, Disease: Pneumonia
nitrate_reduction	taxa	Leifsonia aquatica	Leifsonia aquatica	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Leifsonia aurea	Leifsonia aurea	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Leifsonia bigeumensis	Leifsonia bigeumensis	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
ureolysis	taxa	Leifsonia pindariensis	Leifsonia pindariensis	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Leifsonia rubra	Leifsonia rubra	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
fermentation	taxa	Leifsonia xyli	Leifsonia xyli	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
plant_pathogen	taxa	Leifsonia xyli	Leifsonia xyli	species	# UK National Collection of Plant Pathogenic Bacteria. NCPPB No: 4109
methylotrophy	taxa	Leisingera methylohalidivorans	Leisingera methylohalidivorans	species	# DOI:10.1099/00207713-52-3-851
human_pathogens_all	taxa	Leminorella grimontii	Leminorella grimontii	species	# Pathosystems Resource Integration Centre (PATRIC). Genome ID: 1005999.3, NCBI Taxon ID: 1005999, Disease: Gastroenteritis
human_pathogens_gastroenteritis	taxa	Leminorella grimontii	Leminorella grimontii	species	# Pathosystems Resource Integration Centre (PATRIC). Genome ID: 1005999.3, NCBI Taxon ID: 1005999, Disease: Gastroenteritis
nitrate_reduction	taxa	Lentibacillus juripiscarius	Lentibacillus juripiscarius	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
nitrate_reduction	taxa	Lentibacillus lacisalsi	Lentibacillus lacisalsi	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
nitrate_reduction	taxa	Lentibacillus salarius	Lentibacillus salarius	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
nitrate_reduction	taxa	Lentibacillus salicampi	Lentibacillus salicampi	species	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
ureolysis	taxa	Lentzea californiensis	Lentzea californiensis	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
ureolysis	taxa	Lentzea kentuckyensis	Lentzea kentuckyensis	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
ureolysis	taxa	Lentzea violacea	Lentzea violacea	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
ureolysis	taxa	Lentzea waywayandensis	Lentzea waywayandensis	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
fermentation	taxa	Leptolinea tardivitalis	Leptolinea tardivitalis	species	# DOI:10.1099/ijs.0.64169-0
dark_iron_oxidation	taxa	Leptospirillum ferriphilum	Leptospirillum ferriphilum	species	# DOI:10.1146/annurev.micro.112408.134208
dark_iron_oxidation	taxa	Leptospirillum ferrodiazotrophum	Leptospirillum ferrodiazotrophum	species	# DOI:10.1128/AEM.02943-08  and  DOI:10.1128/AEM.71.10.6319–6324.2005
nitrogen_fixation	taxa	Leptospirillum ferrodiazotrophum	Leptospirillum ferrodiazotrophum	species	# DOI:10.1128/AEM.02943-08  and  DOI:10.1128/AEM.71.10.6319–6324.2005
dark_iron_oxidation	taxa	Leptospirillum ferrooxidans	Leptospirillum ferrooxidans	species	# DOI:10.1146/annurev.micro.112408.134208
dark_iron_oxidation	taxa	Leptospirillum rubarum	Leptospirillum rubarum	species	# DOI:10.1128/AEM.02943-08
dark_iron_oxidation	taxa	Leptothrix cholodnii	Leptothrix cholodnii	species	# DOI:10.1146/annurev.micro.112408.134208
dark_iron_oxidation	taxa	Leptothrix discophora	Leptothrix discophora	species	# DOI:10.1099/mic.0.045344-0
dark_iron_oxidation	taxa	Leptothrix discophora	Leptothrix discophora	species	# DOI:10.1146/annurev.micro.112408.134208
manganese_oxidation	taxa	Leptothrix discophora	Leptothrix discophora	species	# DOI:10.1016/j.soilbio.2007.01.004  and  Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 2
dark_iron_oxidation	taxa	Leptothrix ochracea	Leptothrix ochracea	species	# DOI:10.2138/rmg.2005.59.5
fermentation	taxa	Leptotrichiaceae leptotrichia	Leptotrichiaceae leptotrichia	species	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
ureolysis	taxa	Leucobacter aridicollis	Leucobacter aridicollis	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
nitrate_reduction	taxa	Leucobacter chironomi	Leucobacter chironomi	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
ureolysis	taxa	Leucobacter chromiireducens	Leucobacter chromiireducens	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
ureolysis	taxa	Leucobacter luti	Leucobacter luti	species	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
plant_pathogen	taxa	Leuconostoc mesenterioides	Leuconostoc mesenterioides	species	# UK National Collection of Plant Pathogenic Bacteria. NCPPB No: 3940
fermentation	taxa	Leuconostoc mesenteroides	Leuconostoc mesenteroides	species	# Konigs, Kuipers et al. (2013) - Lactic Acid Bacteria: Genetics, Metabolism and Applications: Proceedings of the Sixth Symposium on lactic acid bacteria: genetics, metabolism and applications, ISBN: 9789401720274
fermentation	taxa	Leuconostoc oenos	Leuconostoc oenos	species	# Konigs, Kuipers et al. (2013) - Lactic Acid Bacteria: Genetics, Metabolism and Applications: Proceedings of the Sixth Symposium on lactic acid bacteria: genetics, metabolism and applications, ISBN: 9789401720274
fermentation	taxa	Levilinea saccharolytica	Levilinea saccharolytica	species	# DOI:10.1099/ijs.0.64169-0
nitrate_reduction	taxa	Lewinella antarctica	Lewinella antarctica	species	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - Other major lineages of Bacteria and the Archaea
aerobic_chemoheterotrophy	taxa	Limnobacter litoralis	Limnobacter litoralis	species	# DOI:10.1099/ijs.0.020206-0
dark_thiosulfate_oxidation	taxa	Limnobacter litoralis	Limnobacter litoralis	species	# DOI:10.1099/ijs.0.020206-0
aerobic_chemoheterotrophy	taxa	Limnobacter thiooxidans	Limnobacter thiooxidans	species	# DOI:10.1099/00207713-51-4-1463
dark_thiosulfate_oxidation	taxa	Limnobacter thiooxidans	Limnobacter thiooxidans	species	# DOI:10.1099/00207713-51-4-1463
chitinolysis	taxa	Limonium bicolor	Limonium bicolor	species	# DOI:10.1155/2013/648382
human_gut	taxa	Listeria grayi	Listeria grayi	species	# DOI:10.1126/science.1183605
human_pathogens_all	taxa	Listeria monocytogenes	Listeria monocytogenes	species	# DOI:10.1083/jcb.109.4.1597
human_pathogens_all	taxa	Listeria monocytogenes	Listeria monocytogenes	species	# Pathosystems Resource Integration Centre (PATRIC). Genome ID: 393128.7, NCBI Taxon ID: 393128, Disease: Listeriosis
plant_pathogen	taxa	Listeria monocytogenes 2812 1/2a	Listeria monocytogenes 2812 1/2a	species	# DOI:10.1016/j.foodcont.2005.11.009
aerobic_chemoheterotrophy	taxa	Litorilinea aerophila	Litorilinea aerophila	species	# DOI:10.1099/ijs.0.044115-0
aerobic_chemoheterotrophy	taxa	Loktanella agnita	Loktanella agnita	species	# DOI:10.1099/ijs.0.63461-0
aerobic_chemoheterotrophy	taxa	Loktanella cinnabarina	Loktanella cinnabarina	species	# DOI:10.1099/ijs.0.043174-0
aerobic_chemoheterotrophy	taxa	Loktanella fryxellensis	Loktanella fryxellensis	species	# DOI:10.1099/ijs.0.03006-0
aerobic_chemoheterotrophy	taxa	Loktanella hongkongensis	Loktanella hongkongensis	species	# DOI:10.1099/ijs.0.63294-0
nitrate_reduction	taxa	Loktanella koreensis	Loktanella koreensis	species	# DOI:10.1099/ijs.0.64276-0
aerobic_chemoheterotrophy	taxa	Loktanella pyoseonensis	Loktanella pyoseonensis	species	# DOI:10.1099/ijs.0.011072-0
nitrate_reduction	taxa	Loktanella pyoseonensis	Loktanella pyoseonensis	species	# DOI:10.1099/ijs.0.011072-0
aerobic_chemoheterotrophy	taxa	Loktanella rosea	Loktanella rosea	species	# DOI:10.1099/ijs.0.63461-0
aerobic_chemoheterotrophy	taxa	Loktanella salsilacus	Loktanella salsilacus	species	# DOI:10.1099/ijs.0.03006-0
aerobic_chemoheterotrophy	taxa	Loktanella sediminilitoris	Loktanella sediminilitoris	species	# DOI:10.1099/ijs.0.049841-0
